,Symbol,currentPrice,averageDailyVolume10Day,marketCap,marketCapLabel,priceRangeLabel
958,SXT,108.26,370320.0,4596622336.0,mid/large,almost in
959,MMS,73.33,426020.0,4132101632.0,mid/large,in
960,PRIM,89.475,832980.0,4831828992.0,mid/large,in
961,CNS,75.51,295250.0,3849439488.0,mid/large,in
962,TDS,39.18,1540100.0,4474669568.0,mid/large,in
963,GVA,95.57,473830.0,4180021504.0,mid/large,in
964,KBH,58.39,1792320.0,3973451264.0,mid/large,in
965,ASB,25.915,1850690.0,4296966144.0,mid/large,in
966,TNET,66.03,412960.0,3195799040.0,mid/large,in
967,INSP,132.21,610800.0,3899388672.0,mid/large,out
968,KAI,341.825,110350.0,4025297152.0,mid/large,out
969,NXE,7.055,8434340.0,4019014656.0,mid/large,in
970,ALE,65.7,958700.0,3808221440.0,mid/large,in
971,RYN,24.22,1172370.0,3823465984.0,mid/large,in
972,BC,64.65,794440.0,4246432000.0,mid/large,in
973,ANF,95.06,1727690.0,4528971776.0,mid/large,in
974,PRGO,28.06,860220.0,3857604352.0,mid/large,in
975,MATX,108.85,393070.0,3553386496.0,mid/large,almost in
976,CNR,81.62,832330.0,4298117632.0,mid/large,in
977,MWA,24.48,1361790.0,3835477248.0,mid/large,in
978,CNO,37.55,712910.0,3722759424.0,mid/large,in
979,HL,6.29,21586140.0,3978821376.0,mid/large,in
980,HBM,10.347,6696250.0,4087085568.0,mid/large,in
981,WK,67.73,603620.0,3774850560.0,mid/large,in
982,SKY,66.27,509290.0,3796117760.0,mid/large,in
983,BBAR,15.25,851070.0,3174577152.0,mid/large,in
984,CBZ,75.35,507370.0,4098708480.0,mid/large,in
985,WHD,46.2286,491280.0,3171281920.0,mid/large,in
986,SMG,70.32,635020.0,4058518784.0,mid/large,in
987,GEO,23.835,2447750.0,3368910592.0,mid/large,in
988,OSCR,15.705,46362500.0,3999702016.0,mid/large,in
989,DNP,9.78,504510.0,3645074432.0,mid/large,in
990,CNK,30.235,4399720.0,3477387776.0,mid/large,in
991,HGV,50.9,1318670.0,4665799680.0,mid/large,in
992,MCY,70.6,266020.0,3910435072.0,mid/large,in
993,CWEN,32.35,731160.0,6408696320.0,mid/large,in
994,KTB,64.745,622450.0,3597323008.0,mid/large,in
995,KFY,74.08,415970.0,3846307840.0,mid/large,in
996,CLF,11.225,31815160.0,5552513536.0,mid/large,in
997,BCO,94.25,182970.0,3958500096.0,mid/large,in
998,SKT,31.76,878680.0,3594406144.0,mid/large,in
999,UCB,32.03,655270.0,3891612928.0,mid/large,in
1000,RVSB,5.54,131190.0,116208144.0,small,in
1001,CHAR,10.3,5630.0,,mid/large,in
1002,CRBP,8.79,120480.0,107561472.0,small,in
1003,MIST,1.6,4623720.0,135942896.0,small,in
1004,AIFE,10.199,4770.0,112449080.0,small,in
1005,STKS,3.55,217940.0,109704936.0,small,in
1006,TAYD,47.7,10190.0,149622016.0,small,in
1007,NCTY,9.56,71720.0,134436544.0,small,in
1008,ATOS,0.8864,708370.0,114496288.0,small,out
1009,IMPP,3.26,118460.0,112193552.0,small,in
1010,CBAT,1.07,220780.0,96235480.0,small,in
1011,GIFI,7.15,43940.0,115998744.0,small,in
1012,INSG,7.52,121310.0,112857152.0,small,in
1013,KEQU,58.99,8910.0,173844720.0,small,in
1014,ZJYL,0.6996,276540.0,109520280.0,small,out
1015,FGBI,8.655,5080.0,130603080.0,small,in
1016,BRLS,2.93,10300.0,62648968.0,small,in
1017,NKTR,25.0,1053870.0,432512512.0,small,in
1018,CRGO,2.65,66360.0,132613160.0,small,in
1019,TOUR,0.8629,281920.0,100118840.0,small,out
1020,PRE,8.63,42460.0,112483424.0,small,in
1021,TWIN,9.0,33220.0,127329296.0,small,in
1022,CLLS,2.33,217110.0,223653680.0,small,in
1023,CRBU,2.48,1921200.0,230651408.0,small,in
1024,EXOZ,9.5,4770.0,79494192.0,small,in
1025,LESL,0.5174,3176870.0,95937344.0,small,out
1026,IRWD,0.8672,1126300.0,140330304.0,small,out
1027,PTMN,12.53,44970.0,165230608.0,small,in
1028,KVHI,5.35,33810.0,104857320.0,small,in
1029,BRAG,4.48,21400.0,112304640.0,small,in
1030,GUTS,1.92,274000.0,94035072.0,small,in
1031,HOFT,11.22,66980.0,120020344.0,small,in
1032,CTOR,1.82,2280270.0,142634496.0,small,in
1033,IRBT,5.23,2955530.0,162681760.0,small,in
1034,HUHU,7.2,123980.0,152448480.0,small,in
1035,HMR,1.54,165940.0,89571480.0,small,in
1036,AMTX,3.3,1179570.0,182719024.0,small,in
1037,LHSW,2.99,180390.0,155480000.0,small,in
1038,MDXH,2.57,66120.0,127208056.0,small,in
1039,RAYA,0.1789,21971690.0,8056386.0,small,out
1040,ZNTL,1.51,767950.0,108647376.0,small,in
1041,IDN,5.25,244430.0,104184152.0,small,in
1042,PROV,15.7,6870.0,103952056.0,small,in
1043,AXTI,2.52,629350.0,114921320.0,small,in
1044,ASST,4.99,3187780.0,78702280.0,small,in
1045,CHCI,12.07,22800.0,121523168.0,small,in
1046,SAVA,2.7,825360.0,130431336.0,small,in
1047,ICAD,3.87,152523.0,106312376.0,small,in
1048,MGYR,17.198,3890.0,111287400.0,small,in
1049,STHO,7.92,56240.0,105491232.0,small,in
1050,QH,1.62,368930.0,145305904.0,small,in
1051,IVVD,0.8,603110.0,95968800.0,small,out
1052,DIBS,2.75,41390.0,98131000.0,small,in
1053,IOBT,1.93,531830.0,127150136.0,small,in
1054,CSBR,7.75,26030.0,107158472.0,small,in
1055,BAER,1.87,167610.0,102368664.0,small,in
1056,NEOV,4.96,283390.0,169259504.0,small,in
1057,GNLX,3.6,158850.0,135938880.0,small,in
1058,MGNX,1.81,667600.0,114193440.0,small,in
1059,NNBR,2.21,88130.0,111488312.0,small,in
1060,ASPS,12.58,40940.0,139877024.0,small,in
1061,KNDI,1.33,154450.0,114360976.0,small,in
1062,TNYA,0.8686,2843450.0,141292560.0,small,out
1063,BMEA,1.85,886000.0,105491072.0,small,in
1064,YAAS,0.419,1497480.0,14057450.0,small,out
1065,NOEM,10.12,4970.0,97007792.0,small,in
1066,SLNG,4.7805,10210.0,88899608.0,small,in
1067,STEC,0.775,16730.0,65099996.0,small,out
1068,WHWK,2.01,145620.0,94689696.0,small,in
1069,PFX,49.255,1650.0,99484264.0,small,in
1070,VIOT,3.6,1690790.0,245547696.0,small,in
1071,LTRX,3.215,229970.0,125032312.0,small,in
1072,RRGB,7.44,274610.0,131955096.0,small,in
1073,CABA,1.6,1301790.0,143908976.0,small,in
1074,BIRD,11.9,70410.0,96907288.0,small,in
1075,UEIC,6.7,23320.0,88239000.0,small,in
1076,BKHA,11.0,38140.0,98224496.0,small,in
1077,HLVX,2.1,130970.0,105211464.0,small,in
1078,ENTX,1.93,41310.0,87722744.0,small,in
1079,VERU,0.5845,1426150.0,85678352.0,small,out
1080,MGRM,5.74,1721210.0,207556096.0,small,in
1081,SWIN,3.8,232730.0,216927184.0,small,in
1082,BLNK,1.22,3283740.0,125314744.0,small,in
1083,ZSPC,3.87,81790.0,88552176.0,small,in
1084,BSBK,8.1706,4560.0,103215920.0,small,in
1085,SY,5.49,3413940.0,550213248.0,small,in
1086,PNBK,1.62,297450.0,149121648.0,small,in
1087,QUIK,6.72,216760.0,106418592.0,small,in
1088,DUOT,8.21,215050.0,101748992.0,small,in
1089,DTSQ,10.39,6310.0,92480352.0,small,in
1090,SND,1.92,50580.0,84639936.0,small,in
1091,IROH,12.26,50840.0,108709424.0,small,in
1092,HSPT,10.25,1050.0,93070000.0,small,in
1093,HURC,19.24,38470.0,125192176.0,small,in
1094,PBHC,15.21,3470.0,93411608.0,small,in
1095,RILYP,5.8121,36920.0,,mid/large,in
1096,KIDZ,2.28,1783780.0,41173380.0,small,in
1097,FSHP,10.48,6340.0,92884232.0,small,in
1098,TCRX,1.86,288850.0,105258520.0,small,in
1099,QIPT,2.24,304750.0,98193984.0,small,in
1100,RILY,5.47,1747100.0,166819136.0,small,in
1101,NCT,4.22,23780.0,114150992.0,small,in
1102,FTRK,0.601,2453190.0,13109313.0,small,out
1103,CHRS,0.9786,1190160.0,113452040.0,small,out
1104,SNT,4.47,68480.0,104270344.0,small,in
1105,PLCE,6.01,986330.0,133229088.0,small,in
1106,CCLD,2.47,180300.0,104533120.0,small,in
1107,ORMP,2.3,47940.0,93943728.0,small,in
1108,COYA,6.07,83030.0,101520752.0,small,in
1109,RSSS,2.8,39510.0,90884360.0,small,in
1110,MBOT,2.84,1464160.0,107517568.0,small,in
1111,ADAG,1.9267,141810.0,90766064.0,small,in
1112,PELI,10.02,6570.0,120227984.0,small,in
1113,NAUT,0.741,172300.0,93475664.0,small,out
1114,PHOE,8.15,111160.0,176039984.0,small,in
1115,PLRX,1.58,1365960.0,96990360.0,small,in
1116,LSBK,11.96,43998.0,93597528.0,small,in
1117,DIST,28.0,0.0,89604760.0,small,in
1118,YGMZ,0.9428,64810.0,72293056.0,small,out
1119,FONR,16.22,41850.0,102123064.0,small,in
1120,LCUT,4.87,42140.0,109156176.0,small,in
1121,GMHS,1.46,20920.0,78211328.0,small,in
1122,BMGL,2.29,12959680.0,43019480.0,small,in
1123,TROO,0.8277,10061970.0,104753712.0,small,out
1124,NIPG,2.28,197960.0,133076984.0,small,in
1125,CLYM,1.48,210020.0,100012184.0,small,in
1126,CPHC,18.43,1620.0,93220600.0,small,in
1127,BZFD,2.56,239640.0,98624512.0,small,in
1128,HNNA,12.94,7280.0,100747344.0,small,in
1129,WGRX,1.06,4040080.0,76172120.0,small,in
1130,DGXX,3.52,3858810.0,128006560.0,small,in
1131,MAMO,2.47,43710.0,102620352.0,small,in
1132,WRAP,1.47,240440.0,74348488.0,small,in
1133,SRZN,8.6776,12610.0,74302640.0,small,in
1134,MCHX,2.035,24860.0,89339960.0,small,in
1135,CFSB,13.85,2220.0,86694912.0,small,in
1136,LSE,5.79,41380.0,98574752.0,small,in
1137,SILC,15.74,9740.0,89310336.0,small,in
1138,CPIX,3.56,90900.0,53261516.0,small,in
1139,ALTO,1.24,181210.0,95741768.0,small,in
1140,OKYO,2.76,237400.0,103805528.0,small,in
1141,GALT,2.82,352860.0,178482304.0,small,in
1142,HYMC,3.97,653060.0,154065776.0,small,in
1143,GEOS,11.58,153180.0,148305056.0,small,in
1144,THCH,2.94,9490.0,94110872.0,small,in
1145,CDLX,3.12,2433750.0,163807488.0,small,in
1146,XBIT,3.1,46250.0,94511864.0,small,in
1147,NTRB,8.74,39560.0,97278816.0,small,in
1148,JSPR,3.27,882020.0,49122268.0,small,in
1149,FEAM,3.7494,14930.0,75054360.0,small,in
1150,JVSA,3.64,166651.0,27977950.0,small,in
1151,NAMI,1.04,32220.0,71101888.0,small,in
1152,WSBK,9.4,5600.0,87376568.0,small,in
1153,YHNA,10.36,1050.0,80290000.0,small,in
1154,SRTS,4.72,89070.0,77620400.0,small,in
1155,FBRX,10.64,53450.0,129954840.0,small,in
1156,LGO,1.6,263120.0,102604800.0,small,in
1157,ODYS,4.7001,4500.0,76689184.0,small,in
1158,ASPC,10.26,5070.0,82644304.0,small,in
1159,PDSB,1.25,597120.0,57137500.0,small,in
1160,MTEN,17.19,191100.0,117572728.0,small,in
1161,GSIT,5.15,480330.0,149816592.0,small,in
1162,GGR,0.3945,659280.0,116516752.0,small,out
1163,IMUX,0.997,1054290.0,95530048.0,small,out
1164,PRPL,0.9306,736730.0,100710464.0,small,out
1165,NOTV,2.25,375100.0,77294248.0,small,in
1166,CAPN,10.36,7130.0,81118800.0,small,in
1167,CODA,8.0272,55940.0,90165520.0,small,in
1168,COLA,10.14,570.0,80555104.0,small,in
1169,LVO,0.7113,939110.0,83229928.0,small,out
1170,CBUS,1.75,231750.0,87672896.0,small,in
1171,RMBL,2.54,62390.0,96161856.0,small,in
1172,SFWL,0.9808,15180.0,80913552.0,small,out
1173,EURK,10.57,6180.0,80812936.0,small,in
1174,DLHC,5.77,29410.0,83010104.0,small,in
1175,ISRL,12.7,4530.0,80671672.0,small,in
1176,UBCP,14.2128,2290.0,82349104.0,small,in
1177,ZENV,1.54,27570.0,80756520.0,small,in
1178,SGA,13.26,6540.0,85419728.0,small,in
1179,FVN,10.37,5870.0,78231280.0,small,in
1180,NVNO,5.07,185720.0,88907520.0,small,in
1181,ELUT,2.04,27210.0,83876024.0,small,in
1182,IROQ,24.76,1500.0,80005504.0,small,in
1183,XCH,1.26,13360.0,74908888.0,small,in
1184,TYGO,1.31,55840.0,81241352.0,small,in
1185,MAYS,37.64,40.0,75873960.0,small,in
1186,UCL,2.262,115570.0,85124944.0,small,in
1187,OTLK,2.08,990350.0,89135696.0,small,in
1188,RDAC,10.31,3420.0,77318608.0,small,in
1189,SNTI,2.05,880850.0,53466252.0,small,in
1190,UNCY,4.61,626460.0,58861404.0,small,in
1191,LOOP,1.225,100310.0,58455040.0,small,in
1192,OCX,3.2,277222.0,91517760.0,small,in
1193,ATPC,1.47,33390.0,73507936.0,small,in
1194,DOMH,5.14,250910.0,75269648.0,small,in
1195,NSPR,2.48,73520.0,75975544.0,small,in
1196,INO,1.56,2309300.0,79497912.0,small,in
1197,PYXS,1.18,311890.0,73098280.0,small,in
1198,FNWB,7.68,13250.0,68535168.0,small,in
1199,NCSM,30.355,4050.0,77127504.0,small,in
1200,ATLX,5.17,403320.0,92218328.0,small,in
1201,PN,3.13,179670.0,84510000.0,small,in
1202,INVE,3.59,114020.0,84786464.0,small,in
1203,PETS,3.76,143160.0,77668440.0,small,in
1204,ALAR,12.61,102260.0,89080944.0,small,in
1205,ZURA,1.69,1619510.0,104568752.0,small,in
1206,EPIX,1.87,820700.0,82913184.0,small,in
1207,VEEA,1.62,41070.0,65677392.0,small,in
1208,OSS,5.55,843140.0,119820064.0,small,in
1209,AUBN,27.5001,2710.0,96077096.0,small,in
1210,UFG,2.42,1387610.0,78444304.0,small,in
1211,DSY,1.315,6820.0,75060864.0,small,in
1212,FOSL,1.82,154680.0,97614432.0,small,in
1213,GRYP,1.24,7357350.0,91806248.0,small,in
1214,SNCR,7.51,69780.0,86349984.0,small,in
1215,INCR,1.54,19330.0,83949400.0,small,in
1216,DYCQ,10.85,1750.0,73429872.0,small,in
1217,YIBO,1.48,33600.0,79744768.0,small,in
1218,GRWG,1.2,439120.0,71394960.0,small,in
1219,TELA,1.94,65400.0,76736704.0,small,in
1220,RCT,2.06,212060.0,91106792.0,small,in
1221,IGMS,1.28,530530.0,77042176.0,small,in
1222,OST,0.1189,12223580.0,15745927.0,small,out
1223,LCCC,10.05,66670.0,89495248.0,small,in
1224,DLTH,2.4,50000.0,90189360.0,small,in
1225,FUSB,13.115,1590.0,75258456.0,small,in
1226,BRID,7.8006,4530.0,70804720.0,small,in
1227,MCRB,13.09,181470.0,114307376.0,small,in
1228,VTSI,6.12,57350.0,68920992.0,small,in
1229,ELPW,2.29,1504740.0,114628464.0,small,in
1230,IMRX,4.1,780410.0,147541360.0,small,in
1231,GNTA,3.7801,6430.0,69137656.0,small,in
1232,NVA,9.75,110490.0,52487076.0,small,in
1233,GNSS,1.94,118230.0,87599736.0,small,in
1234,HGBL,2.18,19980.0,76899936.0,small,in
1235,ALOT,11.1,8190.0,84318264.0,small,in
1236,VANI,1.57,159650.0,93012928.0,small,in
1237,YI,7.35,4290.0,63705684.0,small,in
1238,IMMX,2.9,238360.0,80844176.0,small,in
1239,XHG,1.34,31400.0,261865488.0,small,in
1240,ABOS,1.68,846160.0,101763312.0,small,in
1241,TZUP,13.0,757060.0,135842208.0,small,in
1242,STRO,0.8644,480010.0,73008440.0,small,out
1243,MDIA,1.34,94680.0,71927848.0,small,in
1244,RDZN,1.04,278860.0,77262640.0,small,in
1245,NTIC,8.41,37460.0,79679368.0,small,in
1246,LNZA,0.4,1875710.0,92786000.0,small,out
1247,AFJK,11.25,5430.0,68869464.0,small,in
1248,RIBB,10.18,440.0,65864600.0,small,in
1249,QMCO,9.15,889910.0,63590300.0,small,in
1250,GMM,2.65,15100.0,61221364.0,small,in
1251,MNOV,1.2595,25910.0,61773692.0,small,in
1252,ELTK,10.48,13990.0,70363136.0,small,in
1253,SKYE,4.36,501290.0,135091984.0,small,in
1254,SSBI,11.78,7820.0,79827872.0,small,in
1255,FDSB,12.947,12870.0,71978456.0,small,in
1256,SERA,3.11,99160.0,117162408.0,small,in
1257,CTSO,1.02,51990.0,63862608.0,small,in
1258,UYSC,10.076,29960.0,77165536.0,small,in
1259,EDAP,1.47,52540.0,54966388.0,small,in
1260,VTGN,2.73,323690.0,79600520.0,small,in
1261,ADAP,0.29,532950.0,76865080.0,small,out
1262,RECT,4.65,1800.0,67425000.0,small,in
1263,CRVO,8.25,159940.0,71797440.0,small,in
1264,VERI,2.79,4002250.0,132672032.0,small,in
1265,LPSN,1.0,1193500.0,93849800.0,small,in
1266,CNTY,2.53,54740.0,77626976.0,small,in
1267,APYX,2.28,91880.0,86170088.0,small,in
1268,JG,11.63,34960.0,69816520.0,small,in
1269,ORGN,0.7575,1263560.0,113583328.0,small,out
1270,PHUN,3.34,414050.0,67370136.0,small,in
1271,IKNA,1.38,691190.0,57807508.0,small,in
1272,MCTR,2.78,163080.0,42534000.0,small,in
1273,ATHE,4.993,128720.0,73913376.0,small,in
1274,RENB,0.3401,1250180.0,76767032.0,small,out
1275,KLTO,1.27,9417120.0,66932936.0,small,in
1276,UBXG,3.26,6730.0,67756168.0,small,in
1277,SELF,5.3,33480.0,60093524.0,small,in
1278,WETO,1.97,400090.0,43340000.0,small,in
1279,NUKK,8.72,220460.0,48852668.0,small,in
1280,BOTJ,13.3,2290.0,60426424.0,small,in
1281,CCG,0.8201,137270.0,68594480.0,small,out
1282,AUID,4.19,99940.0,56329104.0,small,in
1283,OPXS,12.9,88940.0,89176664.0,small,in
1284,FORA,1.97,16020.0,61468532.0,small,in
1285,YYGH,2.91,281230.0,111300520.0,small,in
1286,ACET,0.8164,330790.0,67524120.0,small,out
1287,CPBI,14.98,580.0,63276716.0,small,in
1288,AREC,1.48,2901030.0,121766560.0,small,in
1289,AKYA,1.29,113880.0,64440916.0,small,in
1290,BTOC,1.68,26560.0,70748160.0,small,in
1291,REFR,1.825,33120.0,61407968.0,small,in
1292,ZYXI,2.5,102180.0,75597248.0,small,in
1293,CLSD,0.585,1617720.0,45459468.0,small,out
1294,ASYS,4.89,34710.0,69995456.0,small,in
1295,RPTX,1.53,1302120.0,65623840.0,small,in
1296,BAFN,15.19,20680.0,62719964.0,small,in
1297,HLP,0.63,73310.0,46266444.0,small,out
1298,MSW,2.9,506420.0,37627500.0,small,in
1299,VRCA,0.7048,497000.0,65187656.0,small,out
1300,GEG,2.11,5380.0,58954452.0,small,in
1301,CNVS,6.29,338860.0,107609952.0,small,in
1302,RCON,2.43,7050.0,74424584.0,small,in
1303,TPIC,0.8958,589540.0,43580668.0,small,out
1304,CMTL,2.43,233610.0,71430584.0,small,in
1305,NSTS,12.0712,3930.0,63347608.0,small,in
1306,PAVS,0.985,7370.0,66326844.0,small,out
1307,CSTE,1.94,61010.0,67038252.0,small,in
1308,DXLG,1.5,237850.0,80722496.0,small,in
1309,SHIM,2.13,120380.0,75131704.0,small,in
1310,FTCI,5.49,50590.0,71831160.0,small,in
1311,SOTK,3.5209,7850.0,55375660.0,small,in
1312,OAKU,11.9,6340.0,63760792.0,small,in
1313,BAYA,11.12,380.0,60509592.0,small,in
1314,LOAN,5.35,18360.0,61197044.0,small,in
1315,ASRT,0.77,251750.0,73751144.0,small,out
1316,TELO,2.06,17515600.0,61311160.0,small,in
1317,NRXP,3.03,156800.0,59095300.0,small,in
1318,PRLD,0.91,85200.0,51379056.0,small,out
1319,FTEK,2.82,379010.0,86792264.0,small,in
1320,ICCM,0.97,376380.0,58026564.0,small,out
1321,IRD,1.2,246910.0,71593440.0,small,in
1322,ANL,1.47,5340.0,54243444.0,small,in
1323,ABVE,2.04,102161550.0,104431272.0,small,in
1324,ICCC,6.9,19990.0,62358060.0,small,in
1325,FBIO,1.93,223200.0,57069904.0,small,in
1326,NRSN,2.05,202310.0,49176832.0,small,in
1327,HOWL,1.39,449260.0,62374304.0,small,in
1328,CNTX,0.83,273750.0,74454488.0,small,out
1329,SCWO,0.264,1449970.0,38196312.0,small,out
1330,HYPR,1.12,602760.0,87180576.0,small,in
1331,BYFC,8.25,2860.0,76157232.0,small,in
1332,YTRA,0.9227,30800.0,57276232.0,small,out
1333,VVPR,5.805,2593130.0,58701320.0,small,in
1334,PMVP,1.35,247540.0,70136144.0,small,in
1335,BMR,3.53,201720.0,54781364.0,small,in
1336,SURG,3.04,67560.0,62051264.0,small,in
1337,DVLT,0.708,10618250.0,59940912.0,small,out
1338,DTIL,4.94,205270.0,54775708.0,small,in
1339,RGS,21.51,11590.0,52397932.0,small,in
1340,HTLM,3.5,3710.0,51406248.0,small,in
1341,MDAI,2.48,761970.0,63853800.0,small,in
1342,ABLV,1.08,20260.0,53341096.0,small,in
1343,EMCG,12.15,100.0,54918240.0,small,in
1344,AIRT,21.87,530.0,59106740.0,small,in
1345,OPTX,1.8,115130.0,66038940.0,small,in
1346,LINK,7.794,20230.0,76881656.0,small,in
1347,IFRX,0.8588,434510.0,58181212.0,small,out
1348,ADVM,2.7,132980.0,56404892.0,small,in
1349,MGX,2.38,1056060.0,88967976.0,small,in
1350,KRON,0.88,0.0,53652896.0,small,out
1351,XCUR,8.38,72380.0,52943080.0,small,in
1352,NHTC,4.58,12820.0,52729996.0,small,in
1353,GANX,1.68,348540.0,58080624.0,small,in
1354,QNCX,1.86,261550.0,96981704.0,small,in
1355,SMXT,1.1,65800.0,52148360.0,small,in
1356,BEAT,1.27,54340.0,42938320.0,small,in
1357,KLRS,2.79,70840.0,52179696.0,small,in
1358,WTG,10.0,217904.0,73423200.0,small,in
1359,YXT,0.8477,17890.0,50926000.0,small,out
1360,TBMC,11.62,6960.0,52279772.0,small,in
1361,VRA,2.4,202770.0,67040164.0,small,in
1362,WFCF,11.25,4210.0,58639388.0,small,in
1363,ALCY,11.72,0.0,53120432.0,small,in
1364,ANEB,3.33,15450.0,136812048.0,small,in
1365,AVTX,6.67,155880.0,72220096.0,small,in
1366,ATRA,12.26,74680.0,83314424.0,small,in
1367,MAXN,4.39,233700.0,74176512.0,small,in
1368,STTK,0.8195,286260.0,39256672.0,small,out
1369,APLT,0.5359,1701540.0,75870576.0,small,out
1370,IPSC,0.637,938840.0,54883156.0,small,out
1371,CLST,12.4,2250.0,51839440.0,small,in
1372,SUUN,1.51,240780.0,53377592.0,small,in
1373,UPLD,1.99,65270.0,56683756.0,small,in
1374,HSPO,12.02,0.0,50108256.0,small,in
1375,PODC,1.94,74790.0,51239864.0,small,in
1376,ISPO,3.12,40830.0,38855232.0,small,in
1377,SELX,1.18,4920.0,44165512.0,small,in
1378,WPRT,4.01,38570.0,70230344.0,small,in
1379,ARTV,3.21,302790.0,78205552.0,small,in
1380,PRTS,0.8771,255790.0,51291492.0,small,out
1381,ONCY,1.19,1236140.0,114956384.0,small,in
1382,IZEA,4.09,148060.0,69069472.0,small,in
1383,AIRG,5.22,61830.0,61565200.0,small,in
1384,RNXT,1.27,131760.0,46446692.0,small,in
1385,WYHG,1.27,48710.0,63920244.0,small,in
1386,CUE,0.89,862610.0,67061412.0,small,out
1387,BRFH,3.19,3000.0,50784800.0,small,in
1388,ALGS,9.28,102840.0,56745344.0,small,in
1389,FSEA,11.43,4370.0,53914396.0,small,in
1390,USEG,1.26,495330.0,42830800.0,small,in
1391,FKWL,4.0001,10740.0,47138380.0,small,in
1392,MIND,7.86,129040.0,62639644.0,small,in
1393,ASRV,3.09,28460.0,51044636.0,small,in
1394,MODV,3.23,470770.0,46362776.0,small,in
1395,PEPG,1.46,215230.0,47772516.0,small,in
1396,TOP,1.2589,51620.0,46727600.0,small,in
1397,FAT,2.47,50510.0,44279196.0,small,in
1398,FATBB,2.62,2370.0,43383008.0,small,in
1399,ONEG,6.02,33130.0,78260000.0,small,in
1400,QNTM,22.64,152610.0,77490608.0,small,in
1401,FORL,11.35,210.0,46287004.0,small,in
1402,LGCL,1.01,107180.0,112733168.0,small,in
1403,CVGI,1.97,187080.0,68232528.0,small,in
1404,SNAL,1.38,419880.0,51354904.0,small,in
1405,RDIB,10.71,12778.0,46213652.0,small,in
1406,CNTB,2.27,377440.0,126123696.0,small,in
1407,RAND,19.14,7330.0,56842160.0,small,in
1408,KOSS,6.27,52970.0,58786264.0,small,in
1409,TCBS,16.45,7360.0,50051596.0,small,in
1410,SPAI,3.89,239020.0,59019860.0,small,in
1411,PIII,7.4,4960.0,1503272960.0,small,in
1412,ENGS,2.68,141510.0,38190000.0,small,in
1413,WKEY,6.09,149570.0,73738328.0,small,in
1414,JFB,6.97,50700.0,64472500.0,small,in
1415,BTCS,5.86,23725920.0,180512032.0,small,in
1416,ATMV,11.9,950.0,45872832.0,small,in
1417,MRSN,0.4056,2491520.0,50550336.0,small,out
1418,AGFY,27.895,7920.0,54451320.0,small,in
1419,SYPR,2.05,38570.0,47110024.0,small,in
1420,RFIL,8.68,275130.0,92604320.0,small,in
1421,AZI,0.28,23155870.0,40929280.0,small,out
1422,LRFC,19.08,9612.0,50675908.0,small,in
1423,MDCX,3.05,604570.0,50091368.0,small,in
1424,ESHA,11.15,720.0,43511536.0,small,in
1425,GIFT,1.0401,68160.0,30874640.0,small,in
1426,HOUR,1.94,50730.0,68210792.0,small,in
1427,BNR,8.24,21040.0,88716784.0,small,in
1428,SWVL,4.11,16150.0,40682920.0,small,in
1429,MURA,2.48,85740.0,42826872.0,small,in
1430,MKDW,0.2384,515580.0,34238772.0,small,out
1431,MFI,28.99,53847.0,48020776.0,small,in
1432,SPCB,9.59,122580.0,42659196.0,small,in
1433,CAPT,1.51,657820.0,49332604.0,small,in
1434,BDSX,0.4248,874250.0,62259968.0,small,out
1435,DXR,9.63,2270.0,47786372.0,small,in
1436,AMPG,2.69,592200.0,55342984.0,small,in
1437,BWEN,2.47,422860.0,56037136.0,small,in
1438,INTZ,2.14,338540.0,42575516.0,small,in
1439,NEPH,3.53,22550.0,37419412.0,small,in
1440,GDC,3.51,131170.0,58951852.0,small,in
1441,QRHC,2.18,60990.0,45086324.0,small,in
1442,PMEC,1.52,46050.0,58395360.0,small,in
1443,VSA,1.66,251430.0,16524287.0,small,in
1444,HOVR,1.75,1394270.0,65477824.0,small,in
1445,RNTX,1.56,27820.0,34559772.0,small,in
1446,CELU,3.7,1070120.0,88612040.0,small,in
1447,DWSN,1.5,214050.0,46476300.0,small,in
1448,VIVK,0.8579,64350.0,40576356.0,small,out
1449,MESA,1.18,154880.0,49396568.0,small,in
1450,MODD,0.7106,109660.0,38548204.0,small,out
1451,FMST,2.48,363430.0,29763224.0,small,in
1452,MAAS,3.97,53460.0,63191284.0,small,in
1453,HFBL,13.24,1270.0,41345340.0,small,in
1454,HKIT,1.3937,9220.0,40834572.0,small,in
1455,LEE,6.25,16870.0,38875376.0,small,in
1456,AIFF,2.99,2745200.0,39650688.0,small,in
1457,ATMC,12.0,3200.0,41633400.0,small,in
1458,FOXX,6.1,9270.0,41361660.0,small,in
1459,BLIV,2.8,40750.0,30421440.0,small,in
1460,KSCP,7.6,1316600.0,52449272.0,small,in
1461,QETA,11.12,750.0,41674980.0,small,in
1462,ECOR,7.33,125350.0,54728860.0,small,in
1463,ICMB,2.844,24620.0,40993416.0,small,in
1464,GRCE,3.35,68350.0,46325808.0,small,in
1465,KITT,1.09,2159830.0,40656564.0,small,in
1466,JRSH,3.4,32290.0,43179660.0,small,in
1467,ACRV,1.45,270350.0,45465332.0,small,in
1468,HCAI,0.92,71450.0,31036200.0,small,out
1469,ITRM,0.83,998910.0,33200000.0,small,out
1470,RADX,4.6342,15000.0,36819880.0,small,in
